Geneid	Length
FBgn0031999	3240
FBgn0003607	1109
FBgn0015299	536
FBgn0032000	864
FBgn0032001	787
FBgn0032002	1011
FBgn0032003	928
FBgn0032004	1105
FBgn0032005	1821
FBgn0032006	6653
FBgn0028987	1213
FBgn0262943	320
FBgn0032008	825
FBgn0262359	577
FBgn0032010	6129
FBgn0003502	9022
FBgn0262374	77
FBgn0011902	73
FBgn0264083	509
FBgn0261020	1335
FBgn0032013	1657
FBgn0032014	1156
FBgn0032015	1245
FBgn0032016	1407
FBgn0032017	1320
FBgn0032018	4972
FBgn0262598	2528
FBgn0032020	888
FBgn0032021	1981
FBgn0032022	976
FBgn0032023	1608
FBgn0032024	1061
FBgn0266911	1620
FBgn0032025	2152
FBgn0051901	1884
FBgn0032026	4778
FBgn0010265	899
FBgn0261437	641
FBgn0260439	2757
FBgn0266880	328
FBgn0032029	2079
FBgn0032030	1089
FBgn0032031	1230
FBgn0032032	1012
FBgn0027094	3289
FBgn0032033	922
FBgn0032034	733
FBgn0263852	526
FBgn0032036	2881
FBgn0262001	604
FBgn0041717	97
FBgn0262002	2377
FBgn0015583	767
FBgn0040098	792
FBgn0266882	904
FBgn0040958	428
FBgn0040959	361
FBgn0032039	1238
FBgn0032040	984
FBgn0051898	1172
FBgn0001084	1688
FBgn0266326	415
FBgn0020497	4492
FBgn0014417	2902
FBgn0032042	3041
FBgn0027932	3972
FBgn0001137	1718
FBgn0027490	3251
FBgn0043002	592
FBgn0002887	3950
FBgn0051897	3369
FBgn0027780	3433
FBgn0026718	2151
FBgn0285971	2149
FBgn0262029	6113
FBgn0053194	686
FBgn0051896	72
FBgn0051892	72
FBgn0264340	632
FBgn0263489	201
FBgn0032047	1454
FBgn0263314	564
FBgn0032048	1295
FBgn0032049	1415
FBgn0032050	2450
FBgn0032051	2522
FBgn0032052	1478
FBgn0032053	628
FBgn0032054	1710
FBgn0032055	1796
FBgn0016122	3198
FBgn0250903	3620
FBgn0085470	3620
FBgn0028394	2635
FBgn0051604	72
FBgn0051603	72
FBgn0011259	10190
FBgn0051895	73
FBgn0264437	747
FBgn0051602	72
FBgn0001114	3373
FBgn0032057	1979
FBgn0051889	72
FBgn0032058	2129
FBgn0051890	72
FBgn0051888	72
FBgn0032059	1133
FBgn0260861	765
FBgn0004914	5377
FBgn0266327	1920
FBgn0032061	1893
FBgn0003209	5011
FBgn0266845	408
FBgn0032065	925
FBgn0032066	3198
FBgn0032067	2953
FBgn0032068	3074
FBgn0032069	3160
FBgn0261627	702
FBgn0029123	4026
FBgn0266905	656
FBgn0266798	4902
FBgn0052986	968
FBgn0052987	1037
FBgn0052988	829
FBgn0052983	821
FBgn0032072	920
FBgn0265587	813
FBgn0265588	1895
FBgn0261630	674
FBgn0085427	8746
FBgn0032074	1391
FBgn0267740	773
FBgn0032075	1230
FBgn0032076	1982
FBgn0032077	1029
FBgn0032078	2378
FBgn0032079	3002
FBgn0032080	3100
FBgn0052985	1962
FBgn0052984	1935
FBgn0032082	2628
FBgn0032083	2719
FBgn0032084	1589
FBgn0040963	646
FBgn0011705	1671
FBgn0032085	1478
FBgn0013746	3235
FBgn0032086	971
FBgn0040964	886
FBgn0015316	1280
FBgn0032087	644
FBgn0032088	1835
FBgn0032089	1184
FBgn0032090	1326
FBgn0265452	913
FBgn0051708	3562
FBgn0265676	576
FBgn0032094	868
FBgn0032095	3378
FBgn0051609	555
FBgn0265675	374
FBgn0032096	1134
FBgn0265828	459
FBgn0265827	353
FBgn0265826	469
FBgn0052982	3648
FBgn0032100	1021
FBgn0032101	966
FBgn0041092	11910
FBgn0051885	74
FBgn0032104	929
FBgn0263985	322
FBgn0032105	1298
FBgn0040097	779
FBgn0267252	12543
FBgn0266800	924
FBgn0262033	504
FBgn0267012	877
FBgn0267013	515
FBgn0032109	2234
FBgn0010314	1147
FBgn0026439	3139
FBgn0032110	1946
FBgn0266037	487
FBgn0263082	360
FBgn0032111	527
FBgn0263323	600
FBgn0085210	795
FBgn0085395	6288
FBgn0264447	1241
FBgn0012036	2070
FBgn0032115	930
FBgn0032116	3337
FBgn0000640	1074
FBgn0262036	817
FBgn0032117	2029
FBgn0011232	3558
FBgn0032119	1333
FBgn0085211	365
FBgn0002973	4916
FBgn0053723	543
FBgn0264269	462
FBgn0004868	2501
FBgn0032120	6463
FBgn0032123	5581
FBgn0032122	1134
FBgn0032124	1733
FBgn0032125	711
FBgn0032126	705
FBgn0032127	1530
FBgn0032129	6900
FBgn0264998	631
FBgn0032130	3400
FBgn0028479	2886
FBgn0051709	1395
FBgn0014179	2173
FBgn0263612	806
FBgn0032131	2077
FBgn0032132	1822
FBgn0019809	2328
FBgn0040070	1357
FBgn0032135	2682
FBgn0051882	834
FBgn0032136	13330
FBgn0053299	825
FBgn0267927	967
FBgn0264999	1318
FBgn0000273	5725
FBgn0015393	607
FBgn0011207	2045
FBgn0051710	1495
FBgn0032138	2124
FBgn0028704	9704
FBgn0032139	1006
FBgn0032140	1305
FBgn0015035	1805
FBgn0270924	2976
FBgn0011291	777
FBgn0283478	1748
FBgn0265001	1662
FBgn0032143	1616
FBgn0032144	1350
FBgn0065109	3212
FBgn0065108	3212
FBgn0032147	2097
FBgn0285991	2564
FBgn0032149	1017
FBgn0032150	1094
FBgn0032151	7779
FBgn0264266	447
FBgn0265912	294
FBgn0029174	1587
FBgn0085212	533
FBgn0032153	393
FBgn0032154	1965
FBgn0063449	419
FBgn0063391	81
FBgn0063392	81
FBgn0063389	68
FBgn0025881	113
FBgn0010520	758
FBgn0004867	1208
FBgn0053300	5253
FBgn0032156	3343
FBgn0032157	3076
FBgn0024285	2134
FBgn0040064	1391
FBgn0025700	1044
FBgn0032160	1216
FBgn0032161	1103
FBgn0032162	1105
FBgn0032163	1763
FBgn0259712	2717
FBgn0259713	490
FBgn0051876	827
FBgn0051712	3159
FBgn0266359	1602
FBgn0051713	555
FBgn0032166	4136
FBgn0032167	2623
FBgn0267611	2215
FBgn0262428	99
FBgn0032168	1989
FBgn0032169	1731
FBgn0032171	989
FBgn0032170	2735
FBgn0266166	985
FBgn0032172	4140
FBgn0263766	1087
FBgn0015664	2872
FBgn0011272	1203
FBgn0040965	833
FBgn0000180	3276
FBgn0051875	1443
FBgn0051755	4909
FBgn0043456	3150
FBgn0266167	734
FBgn0011584	2459
FBgn0032175	4130
FBgn0032176	2623
FBgn0027600	1149
FBgn0053301	1563
FBgn0266168	928
FBgn0266169	497
FBgn0053302	1229
FBgn0267727	2577
FBgn0032178	1428
FBgn0265002	7309
FBgn0032181	1182
FBgn0083945	2551
FBgn0032184	643
FBgn0032187	6512
FBgn0032188	1389
FBgn0028675	7393
FBgn0051874	1623
FBgn0032189	1259
FBgn0005593	1167
FBgn0085188	936
FBgn0032191	2205
FBgn0032192	1761
FBgn0266139	971
FBgn0032193	772
FBgn0032194	2331
FBgn0024320	5198
FBgn0250843	1070
FBgn0032195	1710
FBgn0032196	1326
FBgn0032197	2388
FBgn0032198	928
FBgn0051720	2836
FBgn0004419	1845
FBgn0024248	3578
FBgn0266330	380
FBgn0000229	2018
FBgn0051717	910
FBgn0010407	2271
FBgn0032200	769
FBgn0026379	3134
FBgn0011305	1760
FBgn0032202	634
FBgn0259482	912
FBgn0032204	1746
FBgn0032205	861
FBgn0260750	1300
FBgn0003751	882
FBgn0260749	4418
FBgn0054043	1227
FBgn0032208	8431
FBgn0032209	713
FBgn0032210	2340
FBgn0266303	543
FBgn0032211	1958
FBgn0005322	1719
FBgn0032213	1401
FBgn0032214	986
FBgn0027491	2040
FBgn0267365	936
FBgn0032216	1632
FBgn0032217	2080
FBgn0032218	2788
FBgn0032219	1507
FBgn0011703	2577
FBgn0032221	2063
FBgn0032222	1473
FBgn0032223	3647
FBgn0019932	1224
FBgn0051715	580
FBgn0032224	1460
FBgn0032225	2086
FBgn0085396	1769
FBgn0032228	1405
FBgn0032229	1175
FBgn0027568	4120
FBgn0003087	978
FBgn0032230	1281
FBgn0032231	1255
FBgn0041723	4685
FBgn0053303	2333
FBgn0032233	2684
FBgn0032234	2557
FBgn0032235	1649
FBgn0004106	1082
FBgn0032236	917
FBgn0267821	3603
FBgn0267439	568
FBgn0262782	1289
FBgn0051716	4475
FBgn0067622	1578
FBgn0032240	1578
FBgn0051718	2263
FBgn0025366	1142
FBgn0003942	592
FBgn0032242	2404
FBgn0032243	3850
FBgn0032244	1134
FBgn0005683	2089
FBgn0032246	1666
FBgn0262601	776
FBgn0267330	1746
FBgn0032247	1050
FBgn0032248	943
FBgn0004915	1604
FBgn0032249	2896
FBgn0032250	1198
FBgn0027052	1277
FBgn0032251	1383
FBgn0266915	385
FBgn0032252	3374
FBgn0065110	1653
FBgn0032253	3248
FBgn0027611	3633
FBgn0051719	3207
FBgn0032256	2013
FBgn0026431	2141
FBgn0032258	2666
FBgn0032259	1705
FBgn0032260	1555
FBgn0086347	4318
FBgn0265155	715
FBgn0032261	889
FBgn0032262	2261
FBgn0267828	3401
FBgn0010398	1874
FBgn0032264	2370
FBgn0032265	1371
FBgn0032266	2144
FBgn0265829	663
FBgn0051721	3816
FBgn0032268	758
FBgn0032269	1873
FBgn0250826	497
FBgn0085190	577
FBgn0032271	1963
FBgn0266891	1031
FBgn0051872	3401
FBgn0043825	1539
FBgn0265264	3392
FBgn0265791	533
FBgn0032276	2737
FBgn0267256	405
FBgn0267254	279
FBgn0051871	2332
FBgn0040496	2130
FBgn0265069	330
FBgn0032280	746
FBgn0032281	627
FBgn0032282	983
FBgn0032283	943
FBgn0032284	538
FBgn0032285	1164
FBgn0032286	3044
FBgn0265070	3138
FBgn0023496	1681
FBgn0024740	2292
FBgn0032287	1254
FBgn0265580	633
FBgn0032289	1963
FBgn0032290	1184
FBgn0032291	979
FBgn0032292	964
FBgn0032293	655
FBgn0027868	2715
FBgn0032294	725
FBgn0032295	3310
FBgn0032296	2993
FBgn0263528	103
FBgn0032297	2989
FBgn0283551	62
FBgn0027550	2581
FBgn0015320	2252
FBgn0032298	1535
FBgn0032299	469
FBgn0051869	3860
FBgn0265793	671
FBgn0051870	1205
FBgn0265792	1049
FBgn0011676	5224
FBgn0032303	1379
FBgn0032304	1263
FBgn0032305	4511
FBgn0263560	132
FBgn0260453	2398
FBgn0260454	2398
FBgn0069354	1128
FBgn0004363	2858
FBgn0262599	2417
FBgn0027453	1949
FBgn0024227	1183
FBgn0027363	2854
FBgn0264351	875
FBgn0032311	556
FBgn0267009	267
FBgn0267010	371
FBgn0265683	268
FBgn0032312	1232
FBgn0265684	701
FBgn0032313	1229
FBgn0267288	229
FBgn0032314	2093
FBgn0032315	598
FBgn0261871	3039
FBgn0032318	778
FBgn0265685	592
FBgn0265686	351
FBgn0053129	3508
FBgn0032321	1456
FBgn0032322	1013
FBgn0000018	1794
FBgn0010612	789
FBgn0041781	3118
FBgn0004872	3073
FBgn0026148	1240
FBgn0026147	7646
FBgn0000146	3015
FBgn0040096	612
FBgn0015756	916
FBgn0021761	5420
FBgn0032329	1210
FBgn0267425	974
FBgn0250837	824
FBgn0032330	5666
FBgn0023415	886
FBgn0032331	1716
FBgn0040967	514
FBgn0275432	682
FBgn0032335	506
FBgn0267289	428
FBgn0263971	450
FBgn0032336	1202
FBgn0032337	1173
FBgn0032338	3075
FBgn0032339	3292
FBgn0283682	4932
FBgn0032341	4820
FBgn0261983	3043
FBgn0032343	2308
FBgn0041246	1623
FBgn0027582	4327
FBgn0032345	953
FBgn0032346	940
FBgn0262647	4747
FBgn0028700	1604
FBgn0032348	4883
FBgn0040211	1445
FBgn0010197	3845
FBgn0051867	839
FBgn0032350	1284
FBgn0259822	8354
FBgn0014076	499
FBgn0032354	1399
FBgn0264441	565
FBgn0264442	7279
FBgn0086035	78
FBgn0040232	7008
FBgn0040233	6970
FBgn0052831	1772
FBgn0265071	521
FBgn0032358	1191
FBgn0020270	2013
FBgn0283678	1211
FBgn0263328	446
FBgn0263874	286
FBgn0265794	316
FBgn0265795	355
FBgn0265796	370
FBgn0032360	853
FBgn0265797	329
FBgn0000287	5536
FBgn0263764	3635
FBgn0261648	6118
FBgn0003313	1697
FBgn0263087	1726
FBgn0032361	1876
FBgn0032362	2954
FBgn0032363	7385
FBgn0032364	2227
FBgn0032365	1574
FBgn0032366	866
FBgn0262683	729
FBgn0028490	2760
FBgn0051706	1625
FBgn0085191	1705
FBgn0261707	2399
FBgn0263386	640
FBgn0265687	1028
FBgn0265688	766
FBgn0015400	6939
FBgn0028412	1342
FBgn0265689	606
FBgn0267327	340
FBgn0032368	1091
FBgn0032369	3830
FBgn0032370	680
FBgn0032371	1666
FBgn0262786	583
FBgn0265690	646
FBgn0265672	382
FBgn0265673	403
FBgn0265670	614
FBgn0265674	570
FBgn0032372	1218
FBgn0264992	813
FBgn0264994	1071
FBgn0032373	2918
FBgn0264993	677
FBgn0259960	527
FBgn0259961	330
FBgn0259962	359
FBgn0032374	1024
FBgn0032375	808
FBgn0032376	1111
FBgn0032377	1596
FBgn0020309	7421
FBgn0086036	91
FBgn0032378	2553
FBgn0264815	7968
FBgn0000588	1704
FBgn0266363	412
FBgn0266364	267
FBgn0266365	584
FBgn0266366	369
FBgn0265349	244
FBgn0259963	337
FBgn0264565	363
FBgn0259964	418
FBgn0264564	439
FBgn0051704	514
FBgn0264750	944
FBgn0040968	1185
FBgn0259989	927
FBgn0032381	1814
FBgn0032382	2328
FBgn0261805	422
FBgn0026392	1137
FBgn0026391	1140
FBgn0026390	1155
FBgn0005664	2261
FBgn0032385	793
FBgn0263019	10706
FBgn0263107	94
FBgn0032387	2300
FBgn0032388	3210
FBgn0085192	478
FBgn0261266	1148
FBgn0032390	987
FBgn0032391	1809
FBgn0051866	1089
FBgn0042127	1389
FBgn0051864	926
FBgn0051865	1093
FBgn0042125	1386
FBgn0032393	1533
FBgn0032394	1033
FBgn0014019	1572
FBgn0265799	372
FBgn0032395	6470
FBgn0265798	1073
FBgn0010497	2426
FBgn0042126	1804
FBgn0032397	2438
FBgn0032398	1882
FBgn0267739	734
FBgn0032399	3980
FBgn0032400	776
FBgn0265800	238
FBgn0032401	2152
FBgn0032402	2486
FBgn0028425	2368
FBgn0032404	1793
FBgn0085193	1771
FBgn0027505	4340
FBgn0032405	2590
FBgn0032406	1035
FBgn0265802	965
FBgn0265801	1270
FBgn0003145	2695
FBgn0265803	765
FBgn0265804	1405
FBgn0032407	1596
FBgn0265805	350
FBgn0032408	1336
FBgn0028707	1114
FBgn0032409	2586
FBgn0029137	2466
FBgn0027081	2896
FBgn0015797	1896
FBgn0263234	1248
FBgn0263235	1147
FBgn0032414	5159
FBgn0032415	944
FBgn0032416	1634
FBgn0051760	4723
FBgn0051861	764
FBgn0051860	2264
FBgn0032419	626
FBgn0032420	1071
FBgn0032421	1033
FBgn0263088	498
FBgn0000114	7791
FBgn0032422	834
FBgn0051759	2402
FBgn0266820	346
FBgn0266821	1042
FBgn0051862	630
FBgn0264361	545
FBgn0262475	6095
FBgn0032424	1413
FBgn0041195	3271
FBgn0043841	2118
FBgn0032428	1326
FBgn0032429	998
FBgn0032430	1815
FBgn0032431	929
FBgn0265298	1987
FBgn0263468	153
FBgn0263469	156
FBgn0020443	4409
FBgn0032433	3025
FBgn0032434	1623
FBgn0032435	2743
FBgn0032436	1196
FBgn0032437	1288
FBgn0259176	12590
FBgn0262203	97
FBgn0051858	718
FBgn0262353	566
FBgn0263458	147
FBgn0261709	827
FBgn0265809	486
FBgn0265808	447
FBgn0265807	962
FBgn0265806	1149
FBgn0085424	5278
FBgn0032439	1749
FBgn0004394	4624
FBgn0032442	2467
FBgn0032444	1916
FBgn0032445	821
FBgn0032446	881
FBgn0032447	2293
FBgn0032448	898
FBgn0032449	1765
FBgn0032450	3392
FBgn0032451	1461
FBgn0032452	913
FBgn0032453	1020
FBgn0032454	3637
FBgn0032455	4389
FBgn0032456	7649
FBgn0283550	69
FBgn0032457	1382
FBgn0267925	1049
FBgn0284416	1199
FBgn0264366	644
FBgn0015399	5788
FBgn0266305	429
FBgn0266306	316
FBgn0040508	3564
FBgn0040509	3557
FBgn0040510	3567
FBgn0040506	3448
FBgn0265072	790
FBgn0032462	1030
FBgn0263598	2759
FBgn0032464	2445
FBgn0032465	1207
FBgn0265262	2677
FBgn0021796	7987
FBgn0032467	4759
FBgn0028965	1366
FBgn0262160	8998
FBgn0265086	757
FBgn0267003	305
FBgn0267017	545
FBgn0032470	2105
FBgn0265087	417
FBgn0262352	1119
FBgn0032471	4007
FBgn0032472	459
FBgn0040972	409
FBgn0265088	273
FBgn0028410	1303
FBgn0032473	2364
FBgn0032474	2233
FBgn0024291	3809
FBgn0032475	5006
FBgn0267989	1139
FBgn0264546	314
FBgn0032476	1829
FBgn0032477	1557
FBgn0051849	2199
FBgn0032478	1262
FBgn0032479	5528
FBgn0032480	4085
FBgn0032481	5882
FBgn0032482	2210
FBgn0032483	1042
FBgn0004191	192
FBgn0032484	2703
FBgn0004192	192
FBgn0032485	3184
FBgn0032486	1420
FBgn0032487	980
FBgn0032488	1721
FBgn0032489	656
FBgn0032490	902
FBgn0032491	718
FBgn0032492	1020
FBgn0032493	863
FBgn0027586	1044
FBgn0032494	1079
FBgn0266869	590
FBgn0041720	192
FBgn0003935	127
FBgn0032495	1574
FBgn0284244	2672
FBgn0051851	1168
FBgn0051730	680
FBgn0264894	10317
FBgn0051848	816
FBgn0028406	2146
FBgn0264892	1486
FBgn0032499	2520
FBgn0266307	631
FBgn0051729	5656
FBgn0040973	407
FBgn0264308	6554
FBgn0032503	3020
FBgn0264301	836
FBgn0032505	1248
FBgn0032506	4191
FBgn0032507	1191
FBgn0022069	2882
FBgn0032509	837
FBgn0051852	1335
FBgn0051855	1126
FBgn0032511	871
FBgn0032512	2352
FBgn0032513	2327
FBgn0032514	1972
FBgn0025724	3066
FBgn0032515	2290
FBgn0265810	582
FBgn0032516	1044
FBgn0032517	6023
FBgn0032518	1265
FBgn0032519	825
FBgn0032520	2209
FBgn0265811	871
FBgn0032521	3041
FBgn0003983	491
FBgn0032522	1198
FBgn0032523	737
FBgn0263354	9436
FBgn0264432	1204
FBgn0026760	3181
FBgn0267243	4516
FBgn0032524	1335
FBgn0032525	1960
FBgn0261991	577
FBgn0267244	316
FBgn0261992	503
FBgn0284224	5345
FBgn0023407	8114
FBgn0053640	537
FBgn0053641	721
FBgn0053642	702
FBgn0053643	537
FBgn0053644	477
FBgn0053645	522
FBgn0028943	488
FBgn0028942	835
FBgn0032530	751
FBgn0028941	1366
FBgn0259984	7100
FBgn0266308	465
FBgn0028513	1684
FBgn0262194	95
FBgn0263329	491
FBgn0028546	1718
FBgn0265939	331
FBgn0028527	3620
FBgn0051814	3986
FBgn0028848	2316
FBgn0028847	1377
FBgn0051813	893
FBgn0267573	2441
FBgn0266140	1431
FBgn0028541	2669
FBgn0262272	89
FBgn0262332	92
FBgn0263206	303
FBgn0028540	2194
FBgn0051845	868
FBgn0024846	1821
FBgn0028932	1232
FBgn0028539	5211
FBgn0266141	711
FBgn0028931	2237
FBgn0028538	5818
FBgn0027844	1456
FBgn0028658	3003
FBgn0028919	1549
FBgn0032533	557
FBgn0001965	5635
FBgn0000153	2135
FBgn0004406	3679
FBgn0001961	1732
FBgn0015271	1687
FBgn0004407	1570
FBgn0064115	1570
FBgn0026373	970
FBgn0260407	707
FBgn0028509	5368
FBgn0053307	1832
FBgn0053306	800
FBgn0028920	1347
FBgn0028534	923
FBgn0028533	1154
FBgn0028532	867
FBgn0266142	637
FBgn0019890	5096
FBgn0012037	2183
FBgn0032535	2222
FBgn0025115	570
FBgn0032536	3426
FBgn0028938	2433
FBgn0261628	983
FBgn0032538	1333
FBgn0028544	1413
FBgn0261514	2877
FBgn0027929	1289
FBgn0028543	1435
FBgn0054003	466
FBgn0028542	1478
FBgn0028936	1395
FBgn0028430	673
FBgn0259896	3292
FBgn0028940	1766
FBgn0028939	2819
FBgn0003255	5386
FBgn0261582	663
FBgn0028909	72
FBgn0027348	2636
FBgn0001967	852
FBgn0266143	931
FBgn0266892	451
FBgn0051840	378
FBgn0028519	2206
FBgn0028872	2036
FBgn0266822	6301
FBgn0028875	9373
FBgn0260011	1282
FBgn0283651	6643
FBgn0028526	1337
FBgn0051769	1086
FBgn0263037	2025
FBgn0263038	4314
FBgn0016930	4955
FBgn0265940	403
FBgn0265941	990
FBgn0265147	565
FBgn0261563	13907
FBgn0265942	734
FBgn0052971	912
FBgn0263648	617
FBgn0263649	1860
FBgn0261529	4826
FBgn0028916	4075
FBgn0028531	1841
FBgn0264253	774
FBgn0028530	1433
FBgn0261534	750
FBgn0266144	730
FBgn0262354	491
FBgn0261535	2321
FBgn0015791	1857
FBgn0266145	814
FBgn0001970	2160
FBgn0266428	2019
FBgn0015546	4433
FBgn0020258	2462
FBgn0004858	3326
FBgn0265946	291
FBgn0264810	545
FBgn0028871	813
FBgn0265945	2211
FBgn0267290	601
FBgn0028844	641
FBgn0265943	226
FBgn0265944	713
FBgn0005771	2859
FBgn0028882	72
FBgn0266841	1120
FBgn0267257	2171
FBgn0011862	71
FBgn0011863	71
FBgn0011864	71
FBgn0053648	951
FBgn0011865	71
FBgn0011866	71
FBgn0266146	988
FBgn0250844	1333
FBgn0266147	566
FBgn0266148	543
FBgn0266149	578
FBgn0028913	712
FBgn0266150	625
FBgn0261566	251
FBgn0028912	72
FBgn0003016	6846
FBgn0028911	72
FBgn0028910	72
FBgn0263330	364
FBgn0000056	2116
FBgn0000055	2254
FBgn0028855	701
FBgn0085194	686
FBgn0261571	5002
FBgn0266151	448
FBgn0051835	1225
FBgn0028537	613
FBgn0260953	1225
FBgn0260954	613
FBgn0085195	613
FBgn0261567	344
FBgn0260955	279
FBgn0267016	210
FBgn0267015	306
FBgn0267014	274
FBgn0028870	1158
FBgn0266152	720
FBgn0028838	1301
FBgn0028868	1318
FBgn0032549	964
FBgn0028867	1209
FBgn0032551	1103
FBgn0028866	1857
FBgn0250834	909
FBgn0053309	1779
FBgn0264349	1707
FBgn0261568	669
FBgn0028886	2828
FBgn0032553	1447
FBgn0032554	1733
FBgn0267291	305
FBgn0013300	683
FBgn0013301	679
FBgn0266840	307
FBgn0259213	5298
FBgn0028887	5860
FBgn0266870	534
FBgn0086711	3012
FBgn0040228	730
FBgn0261881	800
FBgn0028926	726
FBgn0283659	1170
FBgn0001974	1769
FBgn0264438	853
FBgn0260446	5642
FBgn0053310	2632
FBgn0051832	762
FBgn0041713	1600
FBgn0001977	2358
FBgn0004837	2950
FBgn0000317	7404
FBgn0053679	755
FBgn0010422	1773
FBgn0283440	3337
FBgn0283442	2285
FBgn0024183	3372
FBgn0028879	6138
FBgn0028878	2122
FBgn0001978	4145
FBgn0264435	987
FBgn0265917	359
FBgn0264436	505
FBgn0028889	84
FBgn0265996	619
FBgn0265995	433
FBgn0028888	6080
FBgn0259965	368
FBgn0263089	591
FBgn0265085	919
FBgn0262875	799
FBgn0028516	2143
FBgn0028862	4459
FBgn0283467	1486
FBgn0259982	1011
FBgn0045842	4821
FBgn0261268	5403
FBgn0086691	610
FBgn0263765	655
FBgn0266888	422
FBgn0028853	1048
FBgn0028850	814
FBgn0011239	1489
FBgn0264264	1897
FBgn0028852	1560
FBgn0041103	948
FBgn0001981	2273
FBgn0032563	707
FBgn0266153	601
FBgn0266913	317
FBgn0266154	299
FBgn0266914	413
FBgn0266163	378
FBgn0001983	2222
FBgn0028892	1996
FBgn0266155	574
FBgn0266156	714
FBgn0266157	413
FBgn0266893	584
FBgn0003448	1668
FBgn0020371	817
FBgn0266831	255
FBgn0002524	2991
FBgn0266158	907
FBgn0264261	1918
FBgn0259922	670
FBgn0267292	408
FBgn0028880	1449
FBgn0028370	4760
FBgn0028950	1549
FBgn0266159	576
FBgn0028944	789
FBgn0028949	868
FBgn0028948	942
FBgn0028947	849
FBgn0028946	1290
FBgn0028945	813
FBgn0028518	4737
FBgn0028863	9362
FBgn0264990	434
FBgn0028864	1483
FBgn0028517	950
FBgn0264544	521
FBgn0264989	434
FBgn0051780	1483
FBgn0051827	950
FBgn0264545	521
FBgn0010382	5047
FBgn0266309	686
FBgn0266160	324
FBgn0001989	992
FBgn0003936	126
FBgn0001986	3585
FBgn0001987	4468
FBgn0028507	1738
FBgn0001990	2033
FBgn0041627	2304
FBgn0051826	1228
FBgn0264260	411
FBgn0028901	6001
FBgn0265813	3083
FBgn0262150	1513
FBgn0265812	564
FBgn0266908	200
FBgn0028900	1090
FBgn0051822	646
FBgn0267258	418
FBgn0264263	428
FBgn0028903	1467
FBgn0028902	2169
FBgn0261924	410
FBgn0261925	468
FBgn0028935	2901
FBgn0265668	343
FBgn0051824	679
FBgn0041183	4219
FBgn0051735	1399
FBgn0051823	1403
FBgn0051821	1423
FBgn0028645	2611
FBgn0266161	372
FBgn0266162	552
FBgn0032577	611
FBgn0028514	2832
FBgn0028857	1293
FBgn0028856	1283
FBgn0264347	820
FBgn0028858	1646
FBgn0263331	202
FBgn0028644	4924
FBgn0264373	509
FBgn0085196	661
FBgn0264374	537
FBgn0045827	1065
FBgn0264364	1065
FBgn0051820	440
FBgn0266138	414
FBgn0000182	4547
FBgn0266459	4311
FBgn0013433	2870
FBgn0266164	735
FBgn0028520	948
FBgn0028884	905
FBgn0085197	492
FBgn0266165	840
FBgn0001991	10481
FBgn0264350	814
FBgn0265947	322
FBgn0265948	401
FBgn0265949	367
FBgn0028893	1690
FBgn0264392	737
FBgn0261999	5851
FBgn0262000	3500
FBgn0284225	2770
FBgn0024734	3790
FBgn0028515	1516
FBgn0002673	2379
FBgn0028897	1083
FBgn0001994	4402
FBgn0040079	2439
FBgn0028896	665
FBgn0032582	811
FBgn0266204	653
FBgn0001992	2787
FBgn0028375	3130
FBgn0028895	1569
FBgn0028894	1019
FBgn0028525	2262
FBgn0015338	1126
FBgn0011708	1861
FBgn0000339	1182
FBgn0001086	1996
FBgn0000250	3324
FBgn0014092	1063
FBgn0001995	1012
FBgn0040984	538
FBgn0028899	7203
FBgn0259151	1949
FBgn0265578	1933
FBgn0000307	7747
FBgn0087041	1507
FBgn0028506	1528
FBgn0025678	1781
FBgn0028841	1073
FBgn0028523	1883
FBgn0086037	135
FBgn0020416	1445
FBgn0020415	1796
FBgn0020414	3954
FBgn0005677	4982
FBgn0032585	1982
FBgn0266329	532
FBgn0032586	3043
FBgn0032587	5046
FBgn0263555	117
FBgn0086038	100
FBgn0266894	432
FBgn0266895	267
FBgn0051816	509
FBgn0259735	10530
FBgn0032588	723
FBgn0051815	1500
FBgn0032590	2668
FBgn0265000	422
FBgn0032593	5320
FBgn0001185	2378
FBgn0262191	96
FBgn0267347	1372
FBgn0261278	3049
FBgn0051807	983
FBgn0053552	788
FBgn0266310	418
FBgn0262430	92
FBgn0262386	85
FBgn0262452	97
FBgn0262413	91
FBgn0263744	845
FBgn0263745	2132
FBgn0062978	1929
FBgn0086907	837
FBgn0284248	681
FBgn0027779	2829
FBgn0262438	64
FBgn0263746	1647
FBgn0051812	1369
FBgn0032595	529
FBgn0032596	815
FBgn0032597	1075
FBgn0015391	4521
FBgn0032598	2265
FBgn0261068	727
FBgn0032600	8738
FBgn0032601	1839
FBgn0032602	1903
FBgn0264695	9058
FBgn0000406	1557
FBgn0032603	1651
FBgn0040262	1799
FBgn0040261	1620
FBgn0040260	1954
FBgn0032609	1745
FBgn0086673	3715
FBgn0004797	2689
FBgn0022213	3237
FBgn0051739	4422
FBgn0032612	1844
FBgn0032613	2123
FBgn0266492	1160
FBgn0266491	1027
FBgn0032614	2818
FBgn0051810	1138
FBgn0051809	1338
FBgn0032615	1041
FBgn0264440	418
FBgn0051781	2679
FBgn0052832	772
FBgn0032618	2239
FBgn0085342	2239
FBgn0040985	743
FBgn0261671	16466
FBgn0265542	933
FBgn0260758	1332
