# submitted_item	validated_id	current_symbol
CG8292	FBgn0032004	CG8292
Snx6	FBgn0032005	Snx6
Pvr	FBgn0032006	Pvr
CG8086	FBgn0032010	CG8086
Btk29A	FBgn0003502	Btk29A
wol	FBgn0261020	wol
Scgalpha	FBgn0032013	Scgalpha
CG7840	FBgn0032014	CG7840
Ostgamma	FBgn0032015	Ostgamma
Mettl14	FBgn0032016	Mettl14
CG7810	FBgn0032017	CG7810
CG7806	FBgn0032018	CG7806
mtsh	FBgn0262598	mtsh
CG7787	FBgn0032020	strat
CG7781	FBgn0032021	CG7781
CG14275	FBgn0032022	CG14275
CG14274	FBgn0032023	CG14274
CG7778	FBgn0032025	CG7778
Mur29B	FBgn0051901	Mur29B
CG7627	FBgn0032026	CG7627
RpS13	FBgn0010265	RpS13
CSN8	FBgn0261437	CSN8
Pp2A-29B	FBgn0260439	Pp2A-29B
CG17292	FBgn0032029	CG17292
Wdr82	FBgn0032030	Wdr82
CG13390	FBgn0032031	CG13390
CG17294	FBgn0032032	CG17294
AlaRS	FBgn0027094	AlaRS
CG13392	FBgn0032033	CG13392
Rcd4	FBgn0032034	Rcd4
Dad1	FBgn0263852	Dad1
CG13384	FBgn0032036	CG13384
CG42819	FBgn0262001	CG42819
snRNA:U6atac:29B	unknown ID	-
Peritrophin-15a	FBgn0040959	Peritrophin-15a
CG13386	FBgn0032040	CG13386
CG31898	FBgn0051898	CG31898
fy	FBgn0001084	fy
CR44991	unknown ID	-
emb	FBgn0020497	emb
CG13397	FBgn0014417	CG13397
CG13398	FBgn0032042	CG13398
Akap200	FBgn0027932	Akap200
grk	FBgn0001137	grk
D12	FBgn0027490	D12
Chrac-14	FBgn0043002	Chrac-14
mus201	FBgn0002887	mus201
CG31897	FBgn0051897	CG31897
U26	unknown ID	-
fu12	unknown ID	-
fu2	unknown ID	-
d	FBgn0262029	d
CheA29a	FBgn0053194	CheA29a
CR43604	unknown ID	-
CG13088	FBgn0032047	CG13088
CG43400	FBgn0263314	CG43400
Dh31	FBgn0032048	Dh31
CG13096	FBgn0032050	CG13096
CG13097	FBgn0032051	CG13097
PIG-U	FBgn0032052	PIG-U
mRpL51	FBgn0032053	mRpL51
Uba4	FBgn0032054	Uba4
CG13091	unknown ID	-
Acer	FBgn0016122	Acer
CG17834	FBgn0028394	CG17834
Sema1a	FBgn0011259	Sema1a
Glt	FBgn0001114	Glt
CG9289	FBgn0032058	CG9289
PrBP	FBgn0032059	PrBP
Trs23	FBgn0260861	Trs23
Hnf4	FBgn0004914	Hnf4
CR44992	unknown ID	-
raw	FBgn0003209	raw
SoxN	FBgn0029123	SoxN
CR44414	unknown ID	-
CG34398	FBgn0085427	CG34398
CR46071	unknown ID	-
CG9510	FBgn0032076	Argl
CG9515	FBgn0032077	CG9515
C1GalTA	FBgn0032078	C1GalTA
CG31886	FBgn0032079	CG31886
CG9541	FBgn0032083	CG9541
CG13101	FBgn0032084	CG13101
rost	FBgn0011705	rost
CG9555	FBgn0032085	CG9555
alien	FBgn0013746	alien
CG18661	FBgn0040964	CG18661
Try29F	FBgn0015316	Try29F
CG13102	FBgn0032088	CG13102
Rcd-1r	FBgn0032089	Rcd-1r
CG32982	FBgn0052982	CG32982
CG13108	FBgn0032100	CG13108
CG9586	FBgn0032101	CG9586
tai	FBgn0041092	tai
aust	FBgn0032104	aust
CR43734	FBgn0263985	CR43734
borr	FBgn0032105	borr
Ggamma30A	FBgn0267252	Ggamma30A
Cks30A	FBgn0010314	Cks30A
Eaat1	FBgn0026439	Eaat1
Shawl	FBgn0085395	Shawl
Aldh	FBgn0012036	Aldh
CG4438	FBgn0032115	CG4438
Mco1	FBgn0032116	Mco1
FucTB	FBgn0032117	FucTB
scat	FBgn0011232	scat
CG3769	FBgn0032119	CG3769
numb	FBgn0002973	numb
Gdi	FBgn0004868	Gdi
CG33298	FBgn0032120	CG33298
Oatp30B	FBgn0032123	Oatp30B
CG31883	FBgn0032122	CG31883
CG17855	FBgn0032124	CG17855
Cpr30B	FBgn0032125	Cpr30B
jp	FBgn0032129	jp
CR44149	unknown ID	-
CG3838	FBgn0032130	brwl
Mtpalpha	FBgn0028479	Mtpalpha
CG31709	FBgn0051709	CG31709
gcm	FBgn0014179	gcm
Trx-2	FBgn0040070	Trx-2
GlcAT-S	FBgn0032135	GlcAT-S
Pka-C1	FBgn0000273	Pka-C1
hoip	FBgn0286786	hoip
pelo	FBgn0011207	pelo
CG31710	FBgn0051710	CG31710
CG4364	FBgn0032138	CG4364
CG13117	FBgn0032140	CG13117
zf30C	FBgn0270924	zf30C
Taf11	FBgn0011291	Taf11
und	FBgn0283478	und
CG4017	FBgn0032143	CG4017
CG17633	FBgn0032144	CG17633
IP3K1	FBgn0032147	IP3K1
CR18854	FBgn0285991	hpRNA:CR18854
CG4036	FBgn0032149	CG4036
CG13123	FBgn0032150	CG13123
nAChRalpha6	FBgn0032151	nAChRalpha6
FKBP59	unknown ID	-
CG34183	FBgn0085212	CG34183
CG4537	FBgn0032153	CG4537
mtDNA-helicase	FBgn0032154	mtDNA-helicase
Uhg2	FBgn0063449	Uhg2
Bka	FBgn0010520	Bka
RpS2	FBgn0004867	RpS2
Muc30E	FBgn0053300	Muc30E
CG13124	FBgn0032156	CG13124
Etl1	FBgn0032157	Etl1
Srp54	FBgn0024285	Srp54
yip2	FBgn0040064	yip2
CG5885	FBgn0025700	CG5885
CG4598	FBgn0032160	CG4598
CG4594	FBgn0032161	CG4594
CG4592	FBgn0032162	CG4592
CG42366	FBgn0259712	CG42366
CG42367	FBgn0259713	CG42367
Cpr30F	FBgn0051876	Cpr30F
CG31712	FBgn0051712	CG31712
CR45007	unknown ID	-
Apf	unknown ID	-
CG4619	FBgn0032166	CG4619
CG5853	FBgn0032167	CG5853
CR45949	unknown ID	-
CG13126	FBgn0032168	CG13126
CG4709	FBgn0032169	CG4709
CG5846	FBgn0032171	CG5846
CG4658	FBgn0032170	CG4658
CG5850	FBgn0032172	CG5850
CR43683	unknown ID	-
Dref	FBgn0015664	Dref
RpL13	FBgn0011272	RpL13
CR13130	unknown ID	-
bib	FBgn0000180	bib
CG31875	FBgn0051875	CG31875
SoYb	FBgn0051755	SoYb
CG4747	FBgn0043456	Ndf
Trp1	FBgn0011584	Trp1
obst-B	FBgn0027600	obst-B
Pen	FBgn0287720	Pen
Spn31A	FBgn0032178	Spn31A
CG4839	FBgn0032187	CG4839
Sur	FBgn0028675	Sur
CG31874	FBgn0051874	Fum4
Ripalpha	FBgn0032189	Ripalpha
RpL7	FBgn0005593	RpL7
CG34159	FBgn0085188	CG34159
CG5734	unknown ID	-
CG5731	FBgn0032192	CG5731
CR44845	unknown ID	-
CG5727	FBgn0032193	CG5727
CG4901	FBgn0032194	CG4901
Npc1a	FBgn0024320	Npc1a
Prosalpha6	FBgn0250843	Prosalpha6
CG4908	FBgn0032195	CG4908
CG5708	FBgn0032196	CG5708
CG5694	unknown ID	-
eEF1delta	FBgn0032198	eEF1delta
mthl15	FBgn0051720	mthl15
me31B	FBgn0004419	me31B
chico	FBgn0024248	chico
bsk	FBgn0000229	bsk
CG31717	FBgn0051717	CG31717
Ror	FBgn0010407	Ror
CG5676	FBgn0032200	CG5676
Pten	FBgn0026379	Pten
Rsf1	FBgn0011305	Rsf1
REPTOR-BP	FBgn0032202	REPTOR-BP
Mob3	FBgn0259482	Mob3
CG4953	FBgn0032204	CG4953
CG4957	FBgn0032205	CG4957
Mulk	FBgn0260750	Mulk
trk	FBgn0003751	trk
Utx	FBgn0260749	Utx
CG34043	FBgn0054043	CG34043
Ufd4	FBgn0032208	Ufd4
CYLD	FBgn0032210	CYLD
CG13138	FBgn0032211	CG13138
nmd	FBgn0005322	nmd
CG5390	FBgn0032213	CG5390
CG4968	FBgn0032214	CG4968
Cdk5alpha	FBgn0027491	Cdk5alpha
l(2)SH0834	FBgn0267365	l(2)SH0834
Usp14	FBgn0032216	Usp14
CG4972	FBgn0032217	CG4972
CG5381	FBgn0032218	CG5381
CG4995	FBgn0032219	CG4995
RnrL	FBgn0011703	RnrL
Schip1	FBgn0032221	Schip1
CG5037	unknown ID	-
GATAd	FBgn0032223	GATAd
SamDC	FBgn0019932	SamDC
CG31715	FBgn0051715	CG31715
Sps2	FBgn0032224	Sps2
CG5022	FBgn0032225	CG5022
CG34367	FBgn0085396	CG34367
CG5367	FBgn0032228	CG5367
CG5045	unknown ID	-
Cand1	FBgn0027568	Cand1
pim	FBgn0003087	pim
lft	FBgn0032230	lft
CG5056	FBgn0032231	CG5056
rho-5	FBgn0041723	rho-5
CG33303	FBgn0053303	CG33303
dpr19	FBgn0032233	dpr19
gny	FBgn0032234	gny
CG5096	FBgn0032235	CG5096
Cdk1	FBgn0004106	Cdk1
mRpS7	FBgn0032236	mRpS7
da	FBgn0267821	da
CR45789	unknown ID	-
Mdh1	FBgn0262782	Mdh1
Cnot4	FBgn0051716	Cnot4
Ir31a	FBgn0051718	Ir31a
RpS27A	FBgn0003942	RpS27A
Ip259	FBgn0025366	Ip259
CG5355	FBgn0032242	CG5355
Klp31E	FBgn0032243	Klp31E
RfC3	FBgn0032244	RfC3
pie	FBgn0005683	pie
CG5168	unknown ID	-
SmB	FBgn0262601	SmB
KdelR	FBgn0267330	KdelR
CG5188	FBgn0032247	CG5188
Bug22	FBgn0032248	Bug22
TfIIB	FBgn0004915	TfIIB
TBC1D16	FBgn0032249	TBC1D16
holn1	FBgn0032250	holn1
STUB1	FBgn0027052	STUB1
Nse4	FBgn0032251	Nse4
loh	FBgn0032252	loh
ppk10	FBgn0065110	ppk10
LManI	FBgn0032253	LManI
LManII	FBgn0027611	LManII
RluA-1	FBgn0051719	RluA-1
RluA-2	FBgn0032256	RluA-2
Grip75	FBgn0026431	Grip75
CG7456	unknown ID	-
CG6144	FBgn0032259	CG6144
CG13144	FBgn0032260	CG13144
Myo31DF	FBgn0086347	Myo31DF
CR44224	unknown ID	-
CG6094	FBgn0032261	CG6094
CG7384	FBgn0032262	CG7384
Fatp	unknown ID	-
Lrr47	FBgn0010398	Lrr47
Lip4	FBgn0032264	Lip4
Trim9	FBgn0051721	Trim9
CG17098	FBgn0287630	dbf
CG7299	FBgn0032282	CG7299
CG7296	FBgn0032283	CG7296
CG7294	FBgn0032284	CG7294
CG17108	FBgn0032285	CG17108
CG6443	FBgn0032290	CG6443
CG17118	FBgn0032291	CG17118
EMC3	FBgn0032292	EMC3
Dpy-30L1	FBgn0032293	Dpy-30L1
Nup107	FBgn0027868	Nup107
Vha16-5	FBgn0032294	Vha16-5
CG12299	FBgn0032295	CG12299
CG6729	FBgn0032296	CG6729
CG17124	FBgn0032297	CG17124
CG6495	FBgn0027550	CG6495
Ubc2	FBgn0015320	Ubc2
CG6724	FBgn0032298	CG6724
CG17127	FBgn0032299	CG17127
CG31869	FBgn0051869	CG31869
CR44582	unknown ID	-
CR44581	unknown ID	-
Nos	FBgn0011676	Nos
CG6700	FBgn0032305	CG6700
Porin2	FBgn0069354	Porin2
porin	FBgn0004363	porin
SmydA-3	FBgn0262599	SmydA-3
Dnz1	FBgn0027453	Dnz1
aurB	FBgn0024227	aurB
Stam	FBgn0027363	Stam
CG14072	FBgn0032318	CG14072
CG33129	FBgn0053129	CG33129
YL-1	FBgn0032321	YL-1
CG16743	FBgn0032322	CG16743
abo	FBgn0000018	abo
ATPsynG	FBgn0010612	ATPsynG
SCAR	FBgn0041781	SCAR
piwi	FBgn0004872	piwi
CG12253	FBgn0026148	CG12253
CG16833	FBgn0026147	TTLL4A
aub	FBgn0000146	aub
lectin-33A	FBgn0040096	lectin-33A
RpL9	FBgn0015756	RpL9
Nup154	FBgn0021761	Nup154
Art8	FBgn0032329	Art8
CR45778	unknown ID	-
dUTPase	FBgn0250837	dUTPase
Samuel	FBgn0032330	Samuel
CG14915	FBgn0032335	CG14915
AstC	FBgn0032336	AstC
AstCC	FBgn0032337	AstCC
Wdr59	FBgn0032339	Wdr59
Ge-1	FBgn0283682	Ge-1
Reps	FBgn0032341	Reps
l(2)gd1	FBgn0261983	l(2)gd1
CG6201	FBgn0032343	CG6201
CG6230	FBgn0027582	CG6230
CG14921	FBgn0032345	CG14921
Csl4	FBgn0032346	Csl4
Nup160	FBgn0262647	Nup160
RfC38	FBgn0028700	RfC38
CG4751	FBgn0032348	CG4751
Gyc32E	FBgn0010197	Gyc32E
CG6287	FBgn0032350	CG6287
Ca-beta	FBgn0287724	Ca-beta
Vm32E	FBgn0014076	Vm32E
CG4788	FBgn0032354	CG4788
CR43859	unknown ID	-
ab	FBgn0264442	ab
cmet	FBgn0040232	cmet
cana	FBgn0040233	cana
CG33695	FBgn0052831	CG33695
CR44182	unknown ID	-
Ppt2	FBgn0032358	Ppt2
mre11	FBgn0020270	mre11
salr	FBgn0000287	salr
salm	FBgn0261648	salm
CG43355	FBgn0263087	CG43355
CG6488	FBgn0287204	Cog8
spz4	FBgn0032362	spz4
Dlg5	FBgn0032363	Dlg5
CG43153	FBgn0262683	CG43153
CG31705	FBgn0028490	CG31705
CG31706	FBgn0051706	CG31706
CR44495	unknown ID	-
kek2	FBgn0015400	kek2
CR44143	unknown ID	-
CG14931	FBgn0032374	CG14931
CG14932	FBgn0032375	CG14932
CG14937	FBgn0032377	CG14937
crol	FBgn0020309	crol
CycY	FBgn0032378	CycY
Pde1c	FBgn0264815	Pde1c
esc	FBgn0000588	esc
CG31704	FBgn0051704	CG31704
CG44008	FBgn0264750	CG44008
Mal-B2	FBgn0032382	Mal-B2
CG42751	FBgn0261805	CG42751
CR43314	FBgn0263019	lncRNA:CR43314
CG6686	FBgn0032388	CG6686
CG34163	FBgn0085192	CG34163
zuc	FBgn0261266	zuc
dgt2	FBgn0032390	dgt2
escl	FBgn0032391	escl
Ada1-2	FBgn0051866	Ada1-2
CG18789	FBgn0042127	CG18789
Qtzl	FBgn0051864	Qtzl
Ada1-1	FBgn0051865	Ada1-1
CG18787	FBgn0042125	CG18787
CG12264	unknown ID	-
CG6746	unknown ID	-
Rh5	FBgn0014019	Rh5
CG6734	unknown ID	-
CR44587	unknown ID	-
dmGlut	FBgn0010497	dmGlut
Tom70	FBgn0032397	Tom70
CG6766	FBgn0032398	CG6766
CR46070	unknown ID	-
CG6785	FBgn0032399	CG6785
CG6770	FBgn0032400	CG6770
CR44589	unknown ID	-
Plzf	FBgn0032401	Plzf
CG14945	unknown ID	-
JhI-21	FBgn0028425	JhI-21
Rab3-GAP	FBgn0027505	Rab3-GAP
firl	FBgn0032405	firl
prd	FBgn0003145	prd
Pex19	FBgn0032407	Pex19
CG6712	FBgn0032408	CG6712
Mt2	FBgn0028707	Mt2
Ced-12	FBgn0032409	Ced-12
Patsas	FBgn0029137	Patsas
ThrRS	FBgn0027081	ThrRS
Rab6	FBgn0015797	Rab6
Phae1	FBgn0263234	Phae1
Phae2	FBgn0263235	Phae2
CG17211	FBgn0032414	CG17211
CG31760	FBgn0051760	CG31760
CG6583	FBgn0032420	CG6583
crok	FBgn0032421	crok
CR43356	unknown ID	-
bru1	FBgn0000114	bru1
atilla	FBgn0032422	atilla
CG31759	FBgn0051759	CG31759
CG31862	FBgn0051862	CG31862
bru2	FBgn0262475	bru2
Pkd2	FBgn0041195	Pkd2
vir-1	FBgn0043841	vir-1
CG6405	unknown ID	-
CG5446	FBgn0032429	CG5446
CG6388	unknown ID	-
CG5435	FBgn0032431	CG5435
SC35	FBgn0265298	SC35
eRF3	FBgn0020443	eRF3
Oatp33Ea	FBgn0032433	Oatp33Ea
bun	FBgn0259176	bun
CR43051	unknown ID	-
CR42746	unknown ID	-
nub	FBgn0085424	nub
pdm2	FBgn0004394	pdm2
CCT4	FBgn0032444	CCT4
CG6153	FBgn0032445	CG6153
CG5780	unknown ID	-
PICK1	FBgn0032447	PICK1
CG17036	FBgn0032449	CG17036
CG5776	FBgn0032450	CG5776
spict	FBgn0032451	spict
CG15484	FBgn0032452	CG15484
CG6180	FBgn0032453	CG6180
CG5787	FBgn0032454	CG5787
Pih1D1	FBgn0032455	Pih1D1
MRP	FBgn0032456	MRP
CR43818	unknown ID	-
kek1	FBgn0015399	kek1
CR44970	unknown ID	-
CR44971	unknown ID	-
Vha68-2	FBgn0263598	Vha68-2
Vha68-3	FBgn0032464	Vha68-3
CG12404	unknown ID	-
Vha68-1	FBgn0265262	Vha68-1
Tor	FBgn0021796	Tor
CG9934	unknown ID	-
A16	unknown ID	-
CG9932	FBgn0262160	CG9932
CR44197	unknown ID	-
CG5142	unknown ID	-
DnaJ-H	FBgn0032474	DnaJ-H
Sirt1	FBgn0024291	Sirt1
Sfmbt	FBgn0032475	Sfmbt
CR46256	unknown ID	-
CG43925	FBgn0264546	CG43925
CG5439	FBgn0032476	CG5439
CG5287	unknown ID	-
CG31849	FBgn0051849	Mgat3
CG5458	unknown ID	-
CG16974	FBgn0032479	CG16974
Edem2	FBgn0032480	Edem2
CG16972	FBgn0032481	CG16972
Pect	FBgn0032482	Pect
CG15482	FBgn0032483	CG15482
snRNA:U2:34ABa	FBgn0004191	snRNA:U2:34ABa
kek4	FBgn0032484	kek4
CG9426	FBgn0032485	CG9426
mRF1	FBgn0032486	mRF1
Ski6	FBgn0032487	Ski6
CG16812	FBgn0032488	CG16812
CG16813	FBgn0032490	CG16813
CG16820	FBgn0032495	CG16820
CG44085	FBgn0264894	CG44085
Drep4	FBgn0028406	Drep4
CR44083	unknown ID	-
Uvrag	FBgn0032499	Uvrag
CR44972	unknown ID	-
CG31729	FBgn0051729	CG31729
Nnp-1	FBgn0022069	Nnp-1
CG6523	FBgn0032509	CG6523
Tap42	FBgn0051852	Tap42
CG31855	FBgn0051855	CG31855
ND-B22	FBgn0032511	ND-B22
CG9305	unknown ID	-
CG6565	FBgn0032513	CG6565
CG9302	FBgn0032514	CG9302
beta'COP	FBgn0025724	beta'COP
loqs	FBgn0032515	loqs
CR44599	unknown ID	-
Ing5	FBgn0032516	Ing5
CG7099	FBgn0032517	CG7099
RpL24	FBgn0032518	RpL24
CG16957	FBgn0032519	CG16957
CG10859	FBgn0032520	CG10859
CR44600	unknown ID	-
CG7110	FBgn0032521	CG7110
Vm34Ca	FBgn0003983	Vm34Ca
CG16848	FBgn0032522	CG16848
CG16956	FBgn0032523	CG16956
CR45683	unknown ID	-
CG9267	unknown ID	-
B4	FBgn0023407	B4
CG15638	FBgn0028943	CG15638
CG9263	FBgn0032530	CG9263
kuz	FBgn0259984	kuz
ics	FBgn0028546	ics
CG18507	FBgn0028527	CG18507
TM9SF4	FBgn0028541	TM9SF4
CG9008	FBgn0028540	CG9008
p38b	FBgn0024846	p38b
CG16890	FBgn0028932	CG16890
CG31731	FBgn0028539	Eato
CG16863	FBgn0028931	CG16863
Sec71	FBgn0028538	Sec71
CAH1	FBgn0027844	CAH1
Adat1	FBgn0028658	Adat1
CG16865	FBgn0028919	CG16865
CG16888	FBgn0032533	CG16888
Sos	FBgn0001965	Sos
b	FBgn0000153	b
tam	unknown ID	-
Arpc1	FBgn0001961	Arpc1
Orc5	FBgn0015271	Orc5
RpII33	unknown ID	-
mRpS23	FBgn0260407	mRpS23
CenG1A	FBgn0028509	CenG1A
CG7916	FBgn0028534	CG7916
Smg5	FBgn0019890	Smg5
Ance	FBgn0012037	Ance
NimA	FBgn0261514	NimA
NimB2	FBgn0028543	NimB2
bgm	FBgn0027348	bgm
NimC3	FBgn0001967	NimC3
hll	FBgn0286723	hll
CG43332	FBgn0263037	CG43332
Dyrk2	FBgn0016930	Dyrk2
CR44727	unknown ID	-
CR44728	unknown ID	-
wb	FBgn0261563	wb
CR44729	unknown ID	-
CG32971	FBgn0052971	CG32971
ms(2)34Fe	FBgn0261529	ms(2)34Fe
CG33090	FBgn0028916	CG33090
Send2	FBgn0264253	Send2
mTTF	FBgn0028530	mTTF
l(2)34Fc	FBgn0261534	l(2)34Fc
l(2)34Fd	FBgn0261535	l(2)34Fd
Rab14	FBgn0015791	Rab14
CR44851	unknown ID	-
Pgant35A	FBgn0001970	Pgant35A
CR43463	FBgn0266428	asRNA:CR43463
spel1	FBgn0015546	spel1
elB	FBgn0004858	elB
CR44733	unknown ID	-
noc	FBgn0005771	noc
CR45693	unknown ID	-
CG33648	FBgn0053648	CG33648
osp	FBgn0003016	osp
CG34166	FBgn0085195	CG34166
CG42681	FBgn0261567	CG42681
CG42587	FBgn0260955	CG42587
CR45458	FBgn0267014	CR45458
mol	FBgn0086711	mol
DCTN5-p25	FBgn0040228	DCTN5-p25
l(2)35Be	unknown ID	-
NC2beta	FBgn0028926	NC2beta
THG	FBgn0283659	THG
l(2)35Bd	unknown ID	-
GABA-B-R1	FBgn0260446	GABA-B-R1
yellow-c	FBgn0041713	yellow-c
CIAPIN1	FBgn0001977	CIAPIN1
Su(H)	FBgn0004837	Su(H)
ck	FBgn0000317	ck
CG33679	FBgn0053679	CG33679
TfIIS	FBgn0010422	TfIIS
solo	FBgn0283440	solo
vas	FBgn0283442	vas
vig	FBgn0024183	vig
CG15270	FBgn0028879	CG15270
stc	FBgn0001978	stc
CR43853	unknown ID	-
ZnT35C	FBgn0028516	ZnT35C
dao	FBgn0028862	dao
Pol32	unknown ID	-
l(2)35Cc	unknown ID	-
yuri	FBgn0045842	yuri
Cul3	FBgn0261268	Cul3
UK114	FBgn0086691	UK114
CG15262	FBgn0028852	CG15262
esg	FBgn0287768	esg
wor	FBgn0001983	wor
lace	FBgn0002524	lace
CG18480	FBgn0028518	CG18480
CG4587	unknown ID	-
CycE	FBgn0010382	CycE
CR44974	unknown ID	-
ND-B17	FBgn0001989	ND-B17
Mtr4	FBgn0001986	Mtr4
Gli	FBgn0001987	Gli
CG3793	FBgn0028507	CG3793
wek	FBgn0001990	wek
Ku80	FBgn0041627	Ku80
Tep1	FBgn0041183	Tep1
CR44868	unknown ID	-
beat-Ic	FBgn0028644	beat-Ic
CG42817	FBgn0261999	Ca-Ma2d
PRL-1	FBgn0024734	PRL-1
EndoGI	FBgn0028515	EndoGI
twe	FBgn0002673	twe
CG4935	FBgn0028897	CG4935
crp	FBgn0001994	crp
pkaap	FBgn0040079	pkaap
CG17329	FBgn0028896	CG17329
CG13258	FBgn0032582	CG13258
CR44899	unknown ID	-
Cyp303a1	FBgn0001992	Cyp303a1
heix	FBgn0028375	heix
CG17328	FBgn0028895	CG17328
GMF	FBgn0028894	GMF
c(2)M	FBgn0028525	c(2)M
CG5861	FBgn0015338	CG5861
Syx5	FBgn0011708	Syx5
cni	FBgn0000339	cni
fzy	FBgn0001086	fzy
cact	FBgn0000250	cact
CG4278	FBgn0014092	CG4278
mRpL4	FBgn0001995	mRpL4
CG4440	FBgn0040984	CG4440
CG31817	FBgn0028899	CG31817
CG42266	FBgn0259151	CG42266
CG44405	FBgn0265578	CG44405
CG42231	unknown ID	-
chif	FBgn0000307	chif
CG4455	FBgn0028506	CG4455
CaBP1	FBgn0025678	CaBP1
jhamt	FBgn0028841	jhamt
CG5888	FBgn0028523	CG5888
Idgf1	FBgn0020416	Idgf1
Idgf2	FBgn0020415	Idgf2
Idgf3	FBgn0020414	Idgf3
dac	FBgn0005677	dac
CR44994	unknown ID	-
Tpr2	FBgn0032586	Tpr2
CG5953	FBgn0032587	CG5953
CR45354	unknown ID	-
CR45355	unknown ID	-
CG31816	FBgn0051816	CG31816
CG42389	FBgn0259735	mtgo
CG5968	FBgn0032588	CG5968
CG31815	FBgn0051815	CG31815
CG4631	FBgn0032590	CG4631
her	FBgn0001185	her
squ	FBgn0267347	squ
grp	FBgn0261278	grp
CG31807	FBgn0051807	CG31807
CG33552	FBgn0053552	CG33552
CR44975	unknown ID	-
CR43669	FBgn0263744	CR43669
CR43670	FBgn0263745	CR43670
CG31808	FBgn0062978	CG31808
Cyt-c-d	FBgn0086907	Cyt-c-d
Cyt-c-p	FBgn0284248	Cyt-c-p
VhaSFD	FBgn0027779	VhaSFD
CR43671	FBgn0263746	CR43671
CG31812	unknown ID	-
CG17996	FBgn0032595	CG17996
Prosbeta4	FBgn0032596	Prosbeta4
CG17904	FBgn0032597	CG17904
glu	FBgn0015391	glu
ChLD3	FBgn0032598	ChLD3
LSm7	FBgn0261068	LSm7
BuGZ	FBgn0032600	BuGZ
yellow-b	FBgn0032601	yellow-b
Mhc	FBgn0264695	Mhc
Cyt-b5-r	FBgn0000406	Cyt-b5-r
CG17928	FBgn0032603	CG17928
Ugt36Ba	unknown ID	-
Ugt36Bb	unknown ID	-
Ugt36Bc	unknown ID	-
mdy	FBgn0004797	mdy
Cse1	FBgn0022213	Cse1
AspRS-m	FBgn0051739	AspRS-m
CG13282	FBgn0032612	CG13282
CG31810	FBgn0051810	CG31810
CG31809	FBgn0051809	CG31809
CG6012	FBgn0032615	CG6012
CR31781	FBgn0051781	lncRNA:CR31781
CG6115	FBgn0040985	CG6115
tweek	FBgn0261671	tweek
CR44392	unknown ID	-
CG42556	FBgn0260758	CG42556
CG12288	FBgn0032620	CG12288
ApepP	FBgn0026150	ApepP
beat-IIIc	FBgn0032629	beat-IIIc
CR44396	unknown ID	-
Lrch	FBgn0032633	Lrch
CLIP-190	FBgn0020503	CLIP-190
Rpb11	unknown ID	-
CG15141	FBgn0032635	CG15141
Dif	FBgn0011274	Dif
dl	FBgn0260632	dl
CR46204	unknown ID	-
CG5050	FBgn0032637	CG5050
CG18563	FBgn0032639	CG18563
BicD	FBgn0000183	BicD
Sgt	FBgn0032640	Sgt
Aac11	unknown ID	-
fws	FBgn0024689	fws
CG5110	FBgn0032642	Lamtor3
GCS2beta	FBgn0032643	GCS2beta
CG5131	FBgn0032644	CG5131
qua	FBgn0003187	qua
CR45715	unknown ID	-
CG15142	FBgn0032645	CG15142
mEFTs	FBgn0032646	mEFTs
Dhc36C	FBgn0013810	Dhc36C
Oli	FBgn0032651	Oli
CR45699	unknown ID	-
CadN	FBgn0015609	CadN
CG5674	FBgn0032656	CG5674
CG5681	FBgn0032658	CG5681
elfless	FBgn0032660	elfless
rdo	FBgn0243486	rdo
Arr1	FBgn0000120	Arr1
CG15153	FBgn0032663	CG15153
CG44476	FBgn0265669	CG44476
CG15152	FBgn0032665	CG15152
CG5758	FBgn0032666	CG5758
kel	FBgn0001301	kel
Socs36E	FBgn0041184	Socs36E
CR44478	unknown ID	-
CG17681	FBgn0032668	CG17681
CG15155	FBgn0032669	CG15155
CG5783	FBgn0032670	CG5783
CG7200	unknown ID	-
Ptp36E	FBgn0267486	Ptp36E
CR44489	unknown ID	-
Fas3	FBgn0000636	Fas3
RpS26	FBgn0261597	RpS26
ncm	FBgn0086707	ncm
bsf	FBgn0284256	bsf
Ntf-2r	FBgn0032680	Ntf-2r
let-7-C	unknown ID	-
CG10283	FBgn0032681	CG10283
kon	FBgn0032683	kon
CG10178	unknown ID	-
Pde11	FBgn0085370	Pde11
CG15160	FBgn0032688	CG15160
amos	FBgn0003270	amos
CG10413	FBgn0032689	CG10413
CG31789	FBgn0051789	CG31789
CG10333	FBgn0032690	CG10333
Atac2	FBgn0032691	Atac2
MESR3	FBgn0032694	MESR3
Cyp310a1	FBgn0032693	Cyp310a1
CR42490	FBgn0086200	CR42490
CG43338	FBgn0263079	CG43338
Mst36Fb	FBgn0261349	Mst36Fb
Mst36Fa	FBgn0086681	Mst36Fa
CG31751	FBgn0086909	CG31751
tos	FBgn0015553	tos
msl-1	FBgn0005617	msl-1
CG10336	FBgn0032698	CG10336
CG10383	FBgn0032699	CG10383
CG10338	FBgn0032700	CG10338
CG10341	FBgn0032701	CG10341
CG10376	FBgn0032702	CG10376
CG10343	FBgn0032703	CG10343
Jwa	FBgn0032704	Jwa
Faf2	FBgn0025608	Faf2
Grip71	FBgn0032705	Grip71
Irk3	FBgn0032706	Irk3
CG10348	FBgn0032707	CG10348
CG17323	unknown ID	-
